Capacity,Course Level,Course No,Course Title,Credits,Days Time,Days,Description,Division,End Date,Enroll/Cap,Enrolled,Instructor(s),Location,Program,Section,Semister,Session,Start Date,Year,Times,Term,Title
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",27 of 31,27,"Rybolt, William H",Gerber 102,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 1:05PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     1:15PM- 2:50PM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",28 of 31,28,"Rybolt, William H",Gerber 102,Undergraduate,02, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:50PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     3:00PM- 4:35PM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",18 of 31,18,"Rybolt, William H",Gerber 102,Undergraduate,03, Fall 2018,Full Session,"Aug 29, 2018",2018, 3:00PM- 4:35PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Troughton, Howard",Gerber 101,Undergraduate,04, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM- 1:05PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Troughton, Howard",Gerber 101,Undergraduate,05, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:15PM- 2:50PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     8:00AM- 9:35AM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Kaplan, Theodore",Gerber 101,Undergraduate,06, Fall 2018,Full Session,"Aug 29, 2018",2018, 8:00AM- 9:35AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Kaplan, Theodore",Gerber 101,Undergraduate,07, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     3:00PM- 4:35PM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Wu, Hongsheng",Gerber 101,Undergraduate,08, Fall 2018,Full Session,"Aug 29, 2018",2018, 3:00PM- 4:35PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     8:00AM- 9:35AM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",30 of 31,30,"Chan, Eric W",Gerber 102,Undergraduate,09, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:35AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     8:00AM- 9:35AM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Lert, Peter",Gerber 102,Undergraduate,10, Fall 2018,Full Session,"Aug 29, 2018",2018, 8:00AM- 9:35AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Lert, Peter",Gerber 102,Undergraduate,11, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     8:00AM- 9:35AM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",29 of 31,29,"Marcq, Jeremy A",Gerber 101,Undergraduate,12, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:35AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Marcq, Jeremy A",Gerber 101,Undergraduate,13, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:20AM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",31 of 31,31,"Kacaku, Floran",Gerber 102,Undergraduate,14, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:15PM- 2:50PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1000,+/-Foundation Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"QTM1000: Quantitative Methods for Business Analytics I4 credits  The course introduces the necessary core quantitative methods that are prerequisites to follow-on courses in QTM and in Babson's integrated core business offerings. Statistical software and the use of spreadsheets are integrated throughout so that students better comprehend the importance of using modern technological tools for effective model building and decision-making. About two thirds of the course is data-oriented, exposing students to basic statistical methods, their conceptual underpinning, such as variability and uncertainty, and their use in the real world. Topics include data collection, descriptive statistics, elementary probability rules and distributions, sampling distributions, and basic inference. The last third of the course is dedicated to selected non-statistical quantitative techniques applied to business models. Topics include curve fitting, differential calculus applications to non-linear optimization, and introduction to the time value of money.Prerequisites: None",Math/Science,"Dec 15, 2018",29 of 31,29,"Kacaku, Floran",Gerber 102,Undergraduate,15, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,QM FOR BUSINESS ANALYTICS I
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,TR     8:00AM- 9:35AM,TR,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",25 of 31,25,"Kopcso, David P",Gerber 103,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:35AM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",29 of 31,29,"Kopcso, David P",Gerber 103,Undergraduate,02, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:20AM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",30 of 31,30,"Troxell, Denise S",Gerber 103,Undergraduate,03, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM- 1:05PM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",31 of 31,31,"Troxell, Denise S",Gerber 103,Undergraduate,04, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:50PM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",30 of 31,30,"Troughton, Howard",Gerber 101,Undergraduate,05, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",28 of 31,28,"Tazi-Naim, Salma",Gerber 103,Undergraduate,06, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,QM FOR BUSINESS ANALYTICS II
31,Foundation Liberal Arts,QTM1010,+/-Foundation Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"QTM1010: Quantitative Methods for Business Analytics II 4 creditsThis course explores decision-making problems in a managerial context using algebraic, spreadsheet, graphical, and statistical models. The focus is on understanding basic mathematical and modeling principles through the analysis of real data. The course emphasizes communicating in-context interpretations of the results of analysis in written, visual, and oral form. A foundation in introductory statistics and use of spreadsheets is essential because these concepts are extended and reinforced throughout the course. Topics include introductions to linear regression, time series analysis, linear programming, decision analysis and simulation. It emphasizes the use of appropriate software and the latest technological methods for accessing and analyzing data. Prerequisite:  QTM1000",Math/Science,"Dec 15, 2018",28 of 31,28,"Tazi-Naim, Salma",Gerber 103,Undergraduate,07, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 1:05PM,Fall,QM FOR BUSINESS ANALYTICS II
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     8:00AM- 9:35AM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",19 of 20,19,"Fischer, Katrin",Hollister 206,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018, 8:00AM- 9:35AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Fischer, Katrin",Hollister 206,Undergraduate,02, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Bauer, Stephen K",Luksic 17,Undergraduate,03, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Bauer, Stephen K",Luksic 17,Undergraduate,04, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 1:05PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",18 of 20,18,"Hodge, Jon",Babson 203,Undergraduate,05, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 1:05PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Nam, Jiyun",Babson 326,Undergraduate,06, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 1:05PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     1:15PM- 2:50PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Fischer, Katrin",Malloy 204,Undergraduate,07, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:50PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     1:15PM- 2:50PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",17 of 20,17,"Hodge, Jon",Babson 203,Undergraduate,08, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:50PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     1:15PM- 2:50PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Nam, Jiyun",Babson 326,Undergraduate,09, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:50PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     3:00PM- 4:35PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Ballou, Abigail",Luksic 17,Undergraduate,10, Fall 2018,Full Session,"Aug 29, 2018",2018, 3:00PM- 4:35PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     3:00PM- 4:35PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Young, Elizabeth",Malloy 204,Undergraduate,11, Fall 2018,Full Session,"Aug 29, 2018",2018, 3:00PM- 4:35PM,Fall,RHETORIC I
